code,pre,city,city_kana
163422,16,入善町,ニュウゼンマチ
163431,16,朝日町,アサヒマチ
172014,17,金沢市,カナザワシ
172022,17,七尾市,ナナオシ
172031,17,小松市,コマツシ
172049,17,輪島市,ワジマシ
172057,17,珠洲市,スズシ
172065,17,加賀市,カガシ
172073,17,羽咋市,ハクイシ
172090,17,かほく市,カホクシ
172103,17,白山市,ハクサンシ
172111,17,能美市,ノミシ
172120,17,野々市市,ノノイチシ
173240,17,川北町,カワキタマチ
173614,17,津幡町,ツバタマチ
173657,17,内灘町,ウチナダマチ
173843,17,志賀町,シカマチ
173860,17,宝達志水町,ホウダツシミズチョウ
174076,17,中能登町,ナカノトマチ
174611,17,穴水町,アナミズマチ
174637,17,能登町,ノトチョウ
182010,18,福井市,フクイシ
182028,18,敦賀市,ツルガシ
182044,18,小浜市,オバマシ
182052,18,大野市,オオノシ
182061,18,勝山市,カツヤマシ
182079,18,鯖江市,サバエシ
182087,18,あわら市,アワラシ
182095,18,越前市,エチゼンシ
182109,18,坂井市,サカイシ
183229,18,永平寺町,エイヘイジチョウ
183822,18,池田町,イケダチョウ
184047,18,南越前町,ミナミエチゼンチョウ
184233,18,越前町,エチゼンチョウ
184420,18,美浜町,ミハマチョウ
184811,18,高浜町,タカハマチョウ
184837,18,おおい町,オオイチョウ
185019,18,若狭町,ワカサチョウ
192015,19,甲府市,コウフシ
192023,19,富士吉田市,フジヨシダシ
192040,19,都留市,ツルシ
192058,19,山梨市,ヤマナシシ
192066,19,大月市,オオツキシ
192074,19,韮崎市,ニラサキシ
192082,19,南アルプス市,ミナミアルプスシ
192091,19,北杜市,ホクトシ
192104,19,甲斐市,カイシ
192112,19,笛吹市,フエフキシ
192121,19,上野原市,ウエノハラシ
192139,19,甲州市,コウシュウシ
192147,19,中央市,チュウオウシ
193461,19,市川三郷町,イチカワミサトチョウ
193640,19,早川町,ハヤカワチョウ
193658,19,身延町,ミノブチョウ
193666,19,南部町,ナンブチョウ
193682,19,富士川町,フジカワチョウ
193844,19,昭和町,ショウワチョウ
194221,19,道志村,ドウシムラ
194239,19,西桂町,ニシカツラチョウ
194247,19,忍野村,オシノムラ
194255,19,山中湖村,ヤマナカコムラ
194298,19,鳴沢村,ナルサワムラ
194301,19,富士河口湖町,フジカワグチコマチ
194425,19,小菅村,コスゲムラ
194433,19,丹波山村,タバヤマムラ
202011,20,長野市,ナガノシ
202029,20,松本市,マツモトシ
202037,20,上田市,ウエダシ
202045,20,岡谷市,オカヤシ
202053,20,飯田市,イイダシ
202061,20,諏訪市,スワシ
202070,20,須坂市,スザカシ
202088,20,小諸市,コモロシ
202096,20,伊那市,イナシ
202100,20,駒ヶ根市,コマガネシ
202118,20,中野市,ナカノシ
202126,20,大町市,オオマチシ
202134,20,飯山市,イイヤマシ
202142,20,茅野市,チノシ
202151,20,塩尻市,シオジリシ
202177,20,佐久市,サクシ
202185,20,千曲市,チクマシ
202193,20,東御市,トウミシ
202207,20,安曇野市,アヅミノシ
203033,20,小海町,コウミマチ
203041,20,川上村,カワカミムラ
203050,20,南牧村,ミナミマキムラ
203068,20,南相木村,ミナミアイキムラ
203076,20,北相木村,キタアイキムラ
203092,20,佐久穂町,サクホマチ
203211,20,軽井沢町,カルイザワマチ
203238,20,御代田町,ミヨタマチ
203246,20,立科町,タテシナマチ
203491,20,青木村,アオキムラ
203505,20,長和町,ナガワマチ
203611,20,下諏訪町,シモスワマチ
203629,20,富士見町,フジミマチ
203637,20,原村,ハラムラ
203823,20,辰野町,タツノマチ
203831,20,箕輪町,ミノワマチ
203840,20,飯島町,イイジママチ
203858,20,南箕輪村,ミナミミノワムラ
203866,20,中川村,ナカガワムラ
203882,20,宮田村,ミヤダムラ
204021,20,松川町,マツカワマチ
204030,20,高森町,タカモリマチ
204048,20,阿南町,アナンチョウ
204072,20,阿智村,アチムラ
204099,20,平谷村,ヒラヤムラ
204102,20,根羽村,ネバムラ
204111,20,下條村,シモジョウムラ
204129,20,売木村,ウルギムラ
204137,20,天龍村,テンリュウムラ
204145,20,泰阜村,ヤスオカムラ
204153,20,喬木村,タカギムラ
204161,20,豊丘村,トヨオカムラ
204170,20,大鹿村,オオシカムラ
204226,20,上松町,アゲマツマチ
204234,20,南木曽町,ナギソマチ
204251,20,木祖村,キソムラ
204293,20,王滝村,オウタキムラ
204307,20,大桑村,オオクワムラ
204323,20,木曽町,キソマチ
204463,20,麻績村,オミムラ
204480,20,生坂村,イクサカムラ
204501,20,山形村,ヤマガタムラ
204510,20,朝日村,アサヒムラ
204528,20,筑北村,チクホクムラ
204811,20,池田町,イケダマチ
204820,20,松川村,マツカワムラ
204854,20,白馬村,ハクバムラ
204862,20,小谷村,オタリムラ
205214,20,坂城町,サカキマチ
205419,20,小布施町,オブセマチ
205435,20,高山村,タカヤマムラ
205613,20,山ノ内町,ヤマノウチマチ
205621,20,木島平村,キジマダイラムラ
205630,20,野沢温泉村,ノザワオンセンムラ
205834,20,信濃町,シナノマチ
205885,20,小川村,オガワムラ
205907,20,飯綱町,イイヅナマチ
206024,20,栄村,サカエムラ
212016,21,岐阜市,ギフシ
212024,21,大垣市,オオガキシ
212032,21,高山市,タカヤマシ
212041,21,多治見市,タジミシ
212059,21,関市,セキシ
212067,21,中津川市,ナカツガワシ
212075,21,美濃市,ミノシ
212083,21,瑞浪市,ミズナミシ
212091,21,羽島市,ハシマシ
212105,21,恵那市,エナシ
212113,21,美濃加茂市,ミノカモシ
212121,21,土岐市,トキシ
212130,21,各務原市,カカミガハラシ
212148,21,可児市,カニシ
212156,21,山県市,ヤマガタシ
212164,21,瑞穂市,ミズホシ
212172,21,飛騨市,ヒダシ
212181,21,本巣市,モトスシ
212199,21,郡上市,グジョウシ
212202,21,下呂市,ゲロシ
212211,21,海津市,カイヅシ
213021,21,岐南町,ギナンチョウ
213039,21,笠松町,カサマツチョウ
213411,21,養老町,ヨウロウチョウ
213616,21,垂井町,タルイチョウ
213624,21,関ケ原町,セキガハラチョウ
213811,21,神戸町,ゴウドチョウ
213829,21,輪之内町,ワノウチチョウ
213837,21,安八町,アンパチチョウ
214019,21,揖斐川町,イビガワチョウ
214035,21,大野町,オオノチョウ
214043,21,池田町,イケダチョウ
214213,21,北方町,キタガタチョウ
215015,21,坂祝町,サカホギチョウ
215023,21,富加町,トミカチョウ
215031,21,川辺町,カワベチョウ
215040,21,七宗町,ヒチソウチョウ
215058,21,八百津町,ヤオツチョウ
215066,21,白川町,シラカワチョウ
215074,21,東白川村,ヒガシシラカワムラ
215210,21,御嵩町,ミタケチョウ
216046,21,白川村,シラカワムラ
221007,22,静岡市,シズオカシ
221309,22,浜松市,ハママツシ
222038,22,沼津市,ヌマヅシ
222054,22,熱海市,アタミシ
222062,22,三島市,ミシマシ
222071,22,富士宮市,フジノミヤシ
222089,22,伊東市,イトウシ
222097,22,島田市,シマダシ
222101,22,富士市,フジシ
222119,22,磐田市,イワタシ
222127,22,焼津市,ヤイヅシ
222135,22,掛川市,カケガワシ
222143,22,藤枝市,フジエダシ
222151,22,御殿場市,ゴテンバシ
222160,22,袋井市,フクロイシ
222194,22,下田市,シモダシ
222208,22,裾野市,スソノシ
222216,22,湖西市,コサイシ
222224,22,伊豆市,イズシ
222232,22,御前崎市,オマエザキシ
222241,22,菊川市,キクガワシ
222259,22,伊豆の国市,イズノクニシ
222267,22,牧之原市,マキノハラシ
223018,22,東伊豆町,ヒガシイズチョウ
223026,22,河津町,カワヅチョウ
223042,22,南伊豆町,ミナミイズチョウ
223051,22,松崎町,マツザキチョウ
223069,22,西伊豆町,ニシイズチョウ
223255,22,函南町,カンナミチョウ
223417,22,清水町,シミズチョウ
223425,22,長泉町,ナガイズミチョウ
223441,22,小山町,オヤマチョウ
224243,22,吉田町,ヨシダチョウ
224294,22,川根本町,カワネホンチョウ
224618,22,森町,モリマチ
231002,23,名古屋市,ナゴヤシ
232017,23,豊橋市,トヨハシシ
232025,23,岡崎市,オカザキシ
232033,23,一宮市,イチノミヤシ
232041,23,瀬戸市,セトシ
232050,23,半田市,ハンダシ
232068,23,春日井市,カスガイシ
232076,23,豊川市,トヨカワシ
232084,23,津島市,ツシマシ
232092,23,碧南市,ヘキナンシ
232106,23,刈谷市,カリヤシ
232114,23,豊田市,トヨタシ
232122,23,安城市,アンジョウシ
232131,23,西尾市,ニシオシ
232149,23,蒲郡市,ガマゴオリシ
232157,23,犬山市,イヌヤマシ
232165,23,常滑市,トコナメシ
232173,23,江南市,コウナンシ
232190,23,小牧市,コマキシ
232203,23,稲沢市,イナザワシ
232211,23,新城市,シンシロシ
232220,23,東海市,トウカイシ
232238,23,大府市,オオブシ
232246,23,知多市,チタシ
232254,23,知立市,チリュウシ
232262,23,尾張旭市,オワリアサヒシ
232271,23,高浜市,タカハマシ
232289,23,岩倉市,イワクラシ
232297,23,豊明市,トヨアケシ
232301,23,日進市,ニッシンシ
232319,23,田原市,タハラシ
232327,23,愛西市,アイサイシ
232335,23,清須市,キヨスシ
232343,23,北名古屋市,キタナゴヤシ
232351,23,弥富市,ヤトミシ
232360,23,みよし市,ミヨシシ
232378,23,あま市,アマシ
232386,23,長久手市,ナガクテシ
233021,23,東郷町,トウゴウチョウ
233421,23,豊山町,トヨヤマチョウ
233617,23,大口町,オオグチチョウ
233625,23,扶桑町,フソウチョウ
234249,23,大治町,オオハルチョウ
234257,23,蟹江町,カニエチョウ
234273,23,飛島村,トビシマムラ
234419,23,阿久比町,アグイチョウ
234427,23,東浦町,ヒガシウラチョウ
234451,23,南知多町,ミナミチタチョウ
234460,23,美浜町,ミハマチョウ
234478,23,武豊町,タケトヨチョウ
235016,23,幸田町,コウタチョウ
235610,23,設楽町,シタラチョウ
235628,23,東栄町,トウエイチョウ
235636,23,豊根村,トヨネムラ
242012,24,津市,ツシ
242021,24,四日市市,ヨッカイチシ
242039,24,伊勢市,イセシ
242047,24,松阪市,マツサカシ
242055,24,桑名市,クワナシ
242071,24,鈴鹿市,スズカシ
242080,24,名張市,ナバリシ
242098,24,尾鷲市,オワセシ
242101,24,亀山市,カメヤマシ
242110,24,鳥羽市,トバシ
242128,24,熊野市,クマノシ
242144,24,いなべ市,イナベシ
242152,24,志摩市,シマシ
242161,24,伊賀市,イガシ
243035,24,木曽岬町,キソサキチョウ
243248,24,東員町,トウインチョウ
243418,24,菰野町,コモノチョウ
243434,24,朝日町,アサヒチョウ
243442,24,川越町,カワゴエチョウ
244414,24,多気町,タキチョウ
244422,24,明和町,メイワチョウ
244431,24,大台町,オオダイチョウ
244619,24,玉城町,タマキチョウ
244708,24,度会町,ワタライチョウ
244716,24,大紀町,タイキチョウ
244724,24,南伊勢町,ミナミイセチョウ
245437,24,紀北町,キホクチョウ
245615,24,御浜町,ミハマチョウ
245623,24,紀宝町,キホウチョウ
252018,25,大津市,オオツシ
252026,25,彦根市,ヒコネシ
252034,25,長浜市,ナガハマシ
252042,25,近江八幡市,オウミハチマンシ
252069,25,草津市,クサツシ
252077,25,守山市,モリヤマシ
252085,25,栗東市,リットウシ
252093,25,甲賀市,コウカシ
252107,25,野洲市,ヤスシ
252115,25,湖南市,コナンシ
252123,25,高島市,タカシマシ
252131,25,東近江市,ヒガシオウミシ
252140,25,米原市,マイバラシ
253839,25,日野町,ヒノチョウ
253847,25,竜王町,リユウオウチョウ
254258,25,愛荘町,アイショウチョウ
254410,25,豊郷町,トヨサトチョウ
254428,25,甲良町,コウラチョウ
254436,25,多賀町,タガチョウ
261009,26,京都市,キョウトシ
262013,26,福知山市,フクチヤマシ
262021,26,舞鶴市,マイヅルシ
262030,26,綾部市,アヤベシ
262048,26,宇治市,ウジシ
262056,26,宮津市,ミヤヅシ
262064,26,亀岡市,カメオカシ
262072,26,城陽市,ジョウヨウシ
262081,26,向日市,ムコウシ
262099,26,長岡京市,ナガオカキョウシ
262102,26,八幡市,ヤワタシ
262111,26,京田辺市,キョウタナベシ
262129,26,京丹後市,キョウタンゴシ
262137,26,南丹市,ナンタンシ
262145,26,木津川市,キヅガワシ
263036,26,大山崎町,オオヤマザキチョウ
263222,26,久御山町,クミヤマチョウ
263435,26,井手町,イデチョウ
263443,26,宇治田原町,ウジタワラチョウ
263648,26,笠置町,カサギチョウ
263656,26,和束町,ワヅカチョウ
263664,26,精華町,セイカチョウ
263672,26,南山城村,ミナミヤマシロムラ
264075,26,京丹波町,キョウタンバチョウ
264636,26,伊根町,イネチョウ
264652,26,与謝野町,ヨサノチョウ
271004,27,大阪市,オオサカシ
271403,27,堺市,サカイシ
272027,27,岸和田市,キシワダシ
272035,27,豊中市,トヨナカシ
272043,27,池田市,イケダシ
272051,27,吹田市,スイタシ
272060,27,泉大津市,イズミオオツシ
272078,27,高槻市,タカツキシ
272086,27,貝塚市,カイヅカシ
272094,27,守口市,モリグチシ
272108,27,枚方市,ヒラカタシ
272116,27,茨木市,イバラキシ
272124,27,八尾市,ヤオシ
272132,27,泉佐野市,イズミサノシ
272141,27,富田林市,トンダバヤシシ
272159,27,寝屋川市,ネヤガワシ
272167,27,河内長野市,カワチナガノシ
272175,27,松原市,マツバラシ
272183,27,大東市,ダイトウシ
272191,27,和泉市,イズミシ
272205,27,箕面市,ミノオシ
272213,27,柏原市,カシワラシ
272221,27,羽曳野市,ハビキノシ
272230,27,門真市,カドマシ
272248,27,摂津市,セッツシ
272256,27,高石市,タカイシシ
272264,27,藤井寺市,フジイデラシ
272272,27,東大阪市,ヒガシオオサカシ
272281,27,泉南市,センナンシ
272299,27,四條畷市,シジヨウナワテシ
272302,27,交野市,カタノシ
272311,27,大阪狭山市,オオサカサヤマシ
272329,27,阪南市,ハンナンシ
273015,27,島本町,シマモトチョウ
273210,27,豊能町,トヨノチョウ
273228,27,能勢町,ノセチョウ
273414,27,忠岡町,タダオカチョウ
273619,27,熊取町,クマトリチョウ
273627,27,田尻町,タジリチョウ
273660,27,岬町,ミサキチョウ
273813,27,太子町,タイシチョウ
273821,27,河南町,カナンチョウ
273830,27,千早赤阪村,チハヤアカサカムラ
281000,28,神戸市,コウベシ
282014,28,姫路市,ヒメジシ
282022,28,尼崎市,アマガサキシ
282031,28,明石市,アカシシ
282049,28,西宮市,ニシノミヤシ
282057,28,洲本市,スモトシ
282065,28,芦屋市,アシヤシ
282073,28,伊丹市,イタミシ
282081,28,相生市,アイオイシ
282090,28,豊岡市,トヨオカシ
282103,28,加古川市,カコガワシ
282120,28,赤穂市,アコウシ
282138,28,西脇市,ニシワキシ
282146,28,宝塚市,タカラヅカシ
282154,28,三木市,ミキシ
282162,28,高砂市,タカサゴシ
282171,28,川西市,カワニシシ
282189,28,小野市,オノシ
282197,28,三田市,サンダシ
282201,28,加西市,カサイシ
282219,28,篠山市,ササヤマシ
282227,28,養父市,ヤブシ
282235,28,丹波市,タンバシ
282243,28,南あわじ市,ミナミアワジシ
282251,28,朝来市,アサゴシ
282260,28,淡路市,アワジシ
282278,28,宍粟市,シソウシ
282286,28,加東市,カトウシ
282294,28,たつの市,タツノシ
283011,28,猪名川町,イナガワチョウ
283657,28,多可町,タカチョウ
283819,28,稲美町,イナミチョウ
283827,28,播磨町,ハリマチョウ
284424,28,市川町,イチカワチョウ
284432,28,福崎町,フクサキチョウ
284467,28,神河町,カミカワチョウ
284645,28,太子町,タイシチョウ
284815,28,上郡町,カミゴオリチョウ
285013,28,佐用町,サヨウチョウ
285854,28,香美町,カミチョウ
285862,28,新温泉町,シンオンセンチョウ
292010,29,奈良市,ナラシ
292028,29,大和高田市,ヤマトタカダシ
292036,29,大和郡山市,ヤマトコオリヤマシ
292044,29,天理市,テンリシ
292052,29,橿原市,カシハラシ
292061,29,桜井市,サクライシ
292079,29,五條市,ゴジョウシ
292087,29,御所市,ゴセシ
292095,29,生駒市,イコマシ
292109,29,香芝市,カシバシ
292117,29,葛城市,カツラギシ
292125,29,宇陀市,ウダシ
293229,29,山添村,ヤマゾエムラ
293423,29,平群町,ヘグリチョウ
293431,29,三郷町,サンゴウチョウ
293440,29,斑鳩町,イカルガチョウ
293458,29,安堵町,アンドチョウ
293610,29,川西町,カワニシチョウ
293628,29,三宅町,ミヤケチョウ
293636,29,田原本町,タワラモトチョウ
293857,29,曽爾村,ソニムラ
293865,29,御杖村,ミツエムラ
294012,29,高取町,タカトリチョウ
294021,29,明日香村,アスカムラ
294241,29,上牧町,カンマキチョウ
294250,29,王寺町,オウジチョウ
294268,29,広陵町,コウリヨウチョウ
294276,29,河合町,カワイチョウ
294411,29,吉野町,ヨシノチョウ
294420,29,大淀町,オオヨドチョウ
294438,29,下市町,シモイチチョウ
294446,29,黒滝村,クロタキムラ
294462,29,天川村,テンカワムラ
294471,29,野迫川村,ノセガワムラ
294497,29,十津川村,トツカワムラ
294501,29,下北山村,シモキタヤマムラ
294519,29,上北山村,カミキタヤマムラ
294527,29,川上村,カワカミムラ
294535,29,東吉野村,ヒガシヨシノムラ
302015,30,和歌山市,ワカヤマシ
302023,30,海南市,カイナンシ
302031,30,橋本市,ハシモトシ
302040,30,有田市,アリダシ
302058,30,御坊市,ゴボウシ
302066,30,田辺市,タナベシ
302074,30,新宮市,シングウシ
302082,30,紀の川市,キノカワシ
302091,30,岩出市,イワデシ
303046,30,紀美野町,キミノチョウ
303411,30,かつらぎ町,カツラギチョウ
303437,30,九度山町,クドヤマチョウ
303445,30,高野町,コウヤチョウ
303615,30,湯浅町,ユアサチョウ
303623,30,広川町,ヒロガワチョウ
303666,30,有田川町,アリダガワチョウ
303810,30,美浜町,ミハマチョウ
303828,30,日高町,ヒダカチョウ
303836,30,由良町,ユラチョウ
303909,30,印南町,イナミチョウ
303917,30,みなべ町,ミナベチョウ
303925,30,日高川町,ヒダカガワチョウ
304018,30,白浜町,シラハマチョウ
304042,30,上富田町,カミトンダチョウ
304069,30,すさみ町,スサミチョウ
304212,30,那智勝浦町,ナチカツウラチョウ
304221,30,太地町,タイジチョウ
304247,30,古座川町,コザガワチョウ
304271,30,北山村,キタヤマムラ
304280,30,串本町,クシモトチョウ
312011,31,鳥取市,トットリシ
312029,31,米子市,ヨナゴシ
312037,31,倉吉市,クラヨシシ
312045,31,境港市,サカイミナトシ
313025,31,岩美町,イワミチョウ
313254,31,若桜町,ワカサチョウ
313289,31,智頭町,チヅチョウ
313297,31,八頭町,ヤズチョウ
313645,31,三朝町,ミササチョウ
313700,31,湯梨浜町,ユリハマチョウ
313718,31,琴浦町,コトウラチョウ
313726,31,北栄町,ホクエイチョウ
313840,31,日吉津村,ヒエヅソン
313866,31,大山町,ダイセンチョウ
313891,31,南部町,ナンブチョウ
313904,31,伯耆町,ホウキチョウ
314013,31,日南町,ニチナンチョウ
314021,31,日野町,ヒノチョウ
314030,31,江府町,コウフチョウ
322016,32,松江市,マツエシ
322024,32,浜田市,ハマダシ
322032,32,出雲市,イズモシ
322041,32,益田市,マスダシ
322059,32,大田市,オオダシ
322067,32,安来市,ヤスギシ
322075,32,江津市,ゴウツシ
322091,32,雲南市,ウンナンシ
323438,32,奥出雲町,オクイズモチョウ
323861,32,飯南町,イイナンチョウ
324418,32,川本町,カワモトマチ
324485,32,美郷町,ミサトチョウ
324493,32,邑南町,オオナンチョウ
325015,32,津和野町,ツワノチョウ
325058,32,吉賀町,ヨシカチョウ
325252,32,海士町,アマチョウ
325261,32,西ノ島町,ニシノシマチョウ
325279,32,知夫村,チブムラ
325287,32,隠岐の島町,オキノシマチョウ
331007,33,岡山市,オカヤマシ
332020,33,倉敷市,クラシキシ
332038,33,津山市,ツヤマシ
332046,33,玉野市,タマノシ
332054,33,笠岡市,カサオカシ
332071,33,井原市,イバラシ
332089,33,総社市,ソウジヤシ
332097,33,高梁市,タカハシシ
332101,33,新見市,ニイミシ
332119,33,備前市,ビゼンシ
332127,33,瀬戸内市,セトウチシ
332135,33,赤磐市,アカイワシ
332143,33,真庭市,マニワシ
332151,33,美作市,ミマサカシ
332160,33,浅口市,アサクチシ
333468,33,和気町,ワケチョウ
334235,33,早島町,ハヤシマチョウ
334456,33,里庄町,サトショウチョウ
334618,33,矢掛町,ヤカゲチョウ
335860,33,新庄村,シンジヨウソン
336068,33,鏡野町,カガミノチョウ
336220,33,勝央町,ショウオウチョウ
336238,33,奈義町,ナギチョウ
336432,33,西粟倉村,ニシアワクラソン
336637,33,久米南町,クメナンチョウ
336661,33,美咲町,ミサキチョウ
336815,33,吉備中央町,キビチュウオウチョウ
341002,34,広島市,ヒロシマシ
342025,34,呉市,クレシ
342033,34,竹原市,タケハラシ
342041,34,三原市,ミハラシ
342050,34,尾道市,オノミチシ
342076,34,福山市,フクヤマシ
342084,34,府中市,フチュウシ
342092,34,三次市,ミヨシシ
342106,34,庄原市,ショウバラシ
342114,34,大竹市,オオタケシ
342122,34,東広島市,ヒガシヒロシマシ
342131,34,廿日市市,ハツカイチシ
342149,34,安芸高田市,アキタカタシ
342157,34,江田島市,エタジマシ
343021,34,府中町,フチュウチョウ
343048,34,海田町,カイタチョウ
343072,34,熊野町,クマノチョウ
343099,34,坂町,サカチョウ
343684,34,安芸太田町,アキオオタチョウ
343692,34,北広島町,キタヒロシマチョウ
344311,34,大崎上島町,オオサキカミジマチョウ
344621,34,世羅町,セラチョウ
345458,34,神石高原町,ジンセキコウゲンチョウ
352012,35,下関市,シモノセキシ
352021,35,宇部市,ウベシ
352039,35,山口市,ヤマグチシ
352047,35,萩市,ハギシ
352063,35,防府市,ホウフシ
352071,35,下松市,クダマツシ
352080,35,岩国市,イワクニシ
352101,35,光市,ヒカリシ
352110,35,長門市,ナガトシ
352128,35,柳井市,ヤナイシ
352136,35,美祢市,ミネシ
352152,35,周南市,シュウナンシ
352161,35,山陽小野田市,サンヨウオノダシ
353051,35,周防大島町,スオウオオシマチョウ
353213,35,和木町,ワキチョウ
353418,35,上関町,カミノセキチョウ
353434,35,田布施町,タブセチョウ
353442,35,平生町,ヒラオチョウ
355020,35,阿武町,アブチョウ
362018,36,徳島市,トクシマシ
362026,36,鳴門市,ナルトシ
362034,36,小松島市,コマツシマシ
362042,36,阿南市,アナンシ
362051,36,吉野川市,ヨシノガワシ
362069,36,阿波市,アワシ
362077,36,美馬市,ミマシ
362085,36,三好市,ミヨシシ
363014,36,勝浦町,カツウラチョウ
363022,36,上勝町,カミカツチョウ
363219,36,佐那河内村,サナゴウチソン
363413,36,石井町,イシイチョウ
363421,36,神山町,カミヤマチョウ
363685,36,那賀町,ナカチョウ
363839,36,牟岐町,ムギチョウ
363871,36,美波町,ミナミチョウ
363880,36,海陽町,カイヨウチョウ
364011,36,松茂町,マツシゲチョウ
364029,36,北島町,キタジマチョウ
364037,36,藍住町,アイズミチョウ
364045,36,板野町,イタノチョウ
364053,36,上板町,カミイタチョウ
364681,36,つるぎ町,ツルギチョウ
364894,36,東みよし町,ヒガシミヨシチョウ
372013,37,高松市,タカマツシ
372021,37,丸亀市,マルガメシ
372030,37,坂出市,サカイデシ
372048,37,善通寺市,ゼンツウジシ
372056,37,観音寺市,カンオンジシ
372064,37,さぬき市,サヌキシ
372072,37,東かがわ市,ヒガシカガワシ
372081,37,三豊市,ミトヨシ
373222,37,土庄町,トノショウチョウ
373249,37,小豆島町,ショウドシマチョウ
373419,37,三木町,ミキチョウ
373648,37,直島町,ナオシマチョウ
373869,37,宇多津町,ウタヅチョウ
373877,37,綾川町,アヤガワチョウ
374032,37,琴平町,コトヒラチョウ
374041,37,多度津町,タドツチョウ
374067,37,まんのう町,マンノウチョウ
382019,38,松山市,マツヤマシ
382027,38,今治市,イマバリシ
382035,38,宇和島市,ウワジマシ
382043,38,八幡浜市,ヤワタハマシ
382051,38,新居浜市,ニイハマシ
382060,38,西条市,サイジョウシ
382078,38,大洲市,オオズシ
382108,38,伊予市,イヨシ
382132,38,四国中央市,シコクチュウオウシ
382141,38,西予市,セイヨシ
382159,38,東温市,トウオンシ
383562,38,上島町,カミジマチョウ
383864,38,久万高原町,クマコウゲンチョウ
384011,38,松前町,マサキチョウ
384020,38,砥部町,トベチョウ
384224,38,内子町,ウチコチョウ
384429,38,伊方町,イカタチョウ
384844,38,松野町,マツノチョウ
384887,38,鬼北町,キホクチョウ
385069,38,愛南町,アイナンチョウ
392014,39,高知市,コウチシ
392022,39,室戸市,ムロトシ
392031,39,安芸市,アキシ
392049,39,南国市,ナンコクシ
392057,39,土佐市,トサシ
392065,39,須崎市,スサキシ
392081,39,宿毛市,スクモシ
392090,39,土佐清水市,トサシミズシ
392103,39,四万十市,シマントシ
392111,39,香南市,コウナンシ
392120,39,香美市,カミシ
393011,39,東洋町,トウヨウチョウ
393029,39,奈半利町,ナハリチョウ
393037,39,田野町,タノチョウ
393045,39,安田町,ヤスダチョウ
393053,39,北川村,キタガワムラ
393061,39,馬路村,ウマジムラ
393070,39,芸西村,ゲイセイムラ
393410,39,本山町,モトヤマチョウ
393444,39,大豊町,オオトヨチョウ
393631,39,土佐町,トサチョウ
393649,39,大川村,オオカワムラ
393860,39,いの町,イノチョウ
393878,39,仁淀川町,ニヨドガワチョウ
394017,39,中土佐町,ナカトサチョウ
394025,39,佐川町,サカワチョウ
394033,39,越知町,オチチョウ
394050,39,梼原町,ユスハラチョウ
394106,39,日高村,ヒダカムラ
394114,39,津野町,ツノチョウ
394122,39,四万十町,シマントチョウ
394246,39,大月町,オオツキチョウ
394271,39,三原村,ミハラムラ
394289,39,黒潮町,クロシオチョウ
401005,40,北九州市,キタキュウシュウシ
401307,40,福岡市,フクオカシ
402028,40,大牟田市,オオムタシ
402036,40,久留米市,クルメシ
402044,40,直方市,ノオガタシ
402052,40,飯塚市,イイヅカシ
402061,40,田川市,タガワシ
402079,40,柳川市,ヤナガワシ
402109,40,八女市,ヤメシ
402117,40,筑後市,チクゴシ
402125,40,大川市,オオカワシ
402133,40,行橋市,ユクハシシ
402141,40,豊前市,ブゼンシ
402150,40,中間市,ナカマシ
402168,40,小郡市,オゴオリシ
402176,40,筑紫野市,チクシノシ
402184,40,春日市,カスガシ
402192,40,大野城市,オオノジョウシ
402206,40,宗像市,ムナカタシ
402214,40,太宰府市,ダザイフシ
402231,40,古賀市,コガシ
402249,40,福津市,フクツシ
402257,40,うきは市,ウキハシ
402265,40,宮若市,ミヤワカシ
402273,40,嘉麻市,カマシ
402281,40,朝倉市,アサクラシ
402290,40,みやま市,ミヤマシ
402303,40,糸島市,イトシマシ
402311,40,那珂川市,ナカガワシ
403415,40,宇美町,ウミマチ
403423,40,篠栗町,ササグリマチ
403431,40,志免町,シメマチ
403440,40,須恵町,スエマチ
403458,40,新宮町,シングウマチ
403482,40,久山町,ヒサヤママチ
403491,40,粕屋町,カスヤマチ
403814,40,芦屋町,アシヤマチ
403822,40,水巻町,ミズマキマチ
403831,40,岡垣町,オカガキマチ
403849,40,遠賀町,オンガチョウ
404012,40,小竹町,コタケマチ
404021,40,鞍手町,クラテマチ
404217,40,桂川町,ケイセンマチ
404471,40,筑前町,チクゼンマチ
404489,40,東峰村,トウホウムラ
405035,40,大刀洗町,タチアライマチ
405221,40,大木町,オオキマチ
405442,40,広川町,ヒロカワマチ
406015,40,香春町,カワラマチ
406023,40,添田町,ソエダマチ
406040,40,糸田町,イトダマチ
406058,40,川崎町,カワサキマチ
406082,40,大任町,オオトウマチ
406091,40,赤村,アカムラ
406104,40,福智町,フクチマチ
406210,40,苅田町,カンダマチ
406252,40,みやこ町,ミヤコマチ
406422,40,吉富町,ヨシトミマチ
406465,40,上毛町,コウゲマチ
406473,40,築上町,チクジョウマチ
412015,41,佐賀市,サガシ
412023,41,唐津市,カラツシ
412031,41,鳥栖市,トスシ
412040,41,多久市,タクシ
412058,41,伊万里市,イマリシ
412066,41,武雄市,タケオシ
412074,41,鹿島市,カシマシ
412082,41,小城市,オギシ
412091,41,嬉野市,ウレシノシ
412104,41,神埼市,カンザキシ
